Customer ID,Recency,Frequency,Monetary,Cluster,Segment
13608,541,1,232.05,4,Dormant Customers
13609,593,1,167.35,4,Dormant Customers
13610,12,14,2103.71,2,Loyal Customers
13611,89,10,3297.9300000000003,2,Loyal Customers
13612,633,1,818.29,4,Dormant Customers
13613,453,5,1039.8500000000001,1,At-Risk Customers
13614,24,6,2332.74,2,Loyal Customers
13615,319,8,6272.53,1,At-Risk Customers
13616,568,2,283.85,4,Dormant Customers
13617,40,8,1278.75,2,Loyal Customers
13618,174,1,177.34,4,Dormant Customers
13619,545,2,224.94,4,Dormant Customers
13620,528,1,112.34,4,Dormant Customers
13621,117,1,213.85,4,Dormant Customers
13622,696,1,658.95,4,Dormant Customers
13623,31,10,2533.06,2,Loyal Customers
13624,388,1,462.08,4,Dormant Customers
13625,597,1,301.26,4,Dormant Customers
13626,253,2,707.04,1,At-Risk Customers
13627,59,7,2245.9,2,Loyal Customers
13628,676,1,310.14,4,Dormant Customers
13629,23,19,13370.86,0,Champions
13630,5,7,2031.78,2,Loyal Customers
13631,100,11,3070.42,2,Loyal Customers
13632,25,8,3645.81,2,Loyal Customers
13634,33,16,5033.77,2,Loyal Customers
13635,68,4,2999.16,2,Loyal Customers
13636,37,5,949.12,3,New / Developing Customers
13637,52,3,804.3,3,New / Developing Customers
13638,16,1,122.64,3,New / Developing Customers
13639,74,2,1346.27,1,At-Risk Customers
13640,611,1,405.0,4,Dormant Customers
13641,641,5,1016.47,1,At-Risk Customers
13642,216,4,472.2,1,At-Risk Customers
13643,31,10,2156.77,2,Loyal Customers
13644,16,4,2624.26,2,Loyal Customers
13645,120,1,252.1,4,Dormant Customers
13646,400,2,326.25,4,Dormant Customers
13647,10,8,3041.68,2,Loyal Customers
13648,400,8,1764.02,1,At-Risk Customers
13649,257,6,1453.68,1,At-Risk Customers
13650,17,10,3288.0,2,Loyal Customers
13651,35,3,226.85,3,New / Developing Customers
13652,46,5,2262.05,2,Loyal Customers
13653,488,1,152.2,4,Dormant Customers
13654,43,11,6308.0,2,Loyal Customers
13655,114,6,2280.51,1,At-Risk Customers
13656,165,4,1078.85,1,At-Risk Customers
13657,11,2,382.14,3,New / Developing Customers
13658,10,9,6025.5,2,Loyal Customers
13659,206,12,4884.68,2,Loyal Customers
13660,400,1,306.64,4,Dormant Customers
13661,603,1,325.24,4,Dormant Customers
13662,86,11,2233.61,2,Loyal Customers
13663,179,5,2047.51,1,At-Risk Customers
13665,386,3,1711.6599999999999,1,At-Risk Customers
13666,60,5,127.89999999999999,3,New / Developing Customers
13667,149,1,299.05,4,Dormant Customers
13668,3,35,12948.48,0,Champions
13669,51,3,413.55,3,New / Developing Customers
13670,75,1,349.7,3,New / Developing Customers
13671,395,1,172.6,4,Dormant Customers
13672,301,3,419.92,1,At-Risk Customers
13673,19,2,387.44,3,New / Developing Customers
13674,433,1,240.68,4,Dormant Customers
13675,151,2,486.82000000000005,1,At-Risk Customers
13676,539,2,243.9,4,Dormant Customers
13677,405,2,551.24,1,At-Risk Customers
13678,152,1,232.6,4,Dormant Customers
13679,494,3,281.26,4,Dormant Customers
13680,1,12,11419.67,0,Champions
13681,18,4,827.83,3,New / Developing Customers
13682,187,1,59.5,4,Dormant Customers
13683,458,1,258.6,4,Dormant Customers
13684,286,4,594.88,1,At-Risk Customers
13685,3,7,3119.44,2,Loyal Customers
13686,183,3,409.04,1,At-Risk Customers
13687,438,1,11880.84,1,At-Risk Customers
13688,635,1,375.5,4,Dormant Customers
13689,63,2,1259.5,3,New / Developing Customers
13690,59,1,172.25,4,Dormant Customers
13691,396,1,212.78,4,Dormant Customers
13692,25,5,3114.4,2,Loyal Customers
13693,374,9,2011.82,1,At-Risk Customers
13694,4,143,195640.69,0,Champions
13695,31,16,2770.73,2,Loyal Customers
13696,422,3,2020.4,1,At-Risk Customers
13697,39,1,151.29999999999998,3,New / Developing Customers
13698,597,2,451.73,4,Dormant Customers
13699,155,2,764.15,1,At-Risk Customers
13700,26,13,2596.9700000000003,2,Loyal Customers
13701,447,1,161.0,4,Dormant Customers
13702,446,1,135.18,4,Dormant Customers
13703,318,2,425.56,4,Dormant Customers
13704,5,9,2308.06,2,Loyal Customers
13705,8,7,1717.19,2,Loyal Customers
13706,303,2,631.17,1,At-Risk Customers
13707,267,5,3365.86,1,At-Risk Customers
13708,271,1,285.33,4,Dormant Customers
13709,4,18,7571.35,0,Champions
13710,32,3,509.52,3,New / Developing Customers
13711,219,9,1792.26,1,At-Risk Customers
13712,247,2,766.42,1,At-Risk Customers
13713,408,3,740.76,1,At-Risk Customers
13714,465,1,161.35,4,Dormant Customers
13715,281,17,8153.04,2,Loyal Customers
13716,269,1,138.28,4,Dormant Customers
13717,32,8,1763.3,2,Loyal Customers
13718,246,2,306.55,4,Dormant Customers
13719,15,11,2783.08,2,Loyal Customers
13720,117,4,799.9,1,At-Risk Customers
13721,36,2,741.54,3,New / Developing Customers
13722,132,10,5635.41,2,Loyal Customers
13723,217,6,1194.08,1,At-Risk Customers
13724,637,1,213.01,4,Dormant Customers
13725,50,8,1980.56,2,Loyal Customers
13726,39,2,1079.6599999999999,3,New / Developing Customers
13727,29,8,1074.15,2,Loyal Customers
13728,37,16,2855.17,2,Loyal Customers
13729,436,3,724.73,1,At-Risk Customers
13730,136,2,752.6,1,At-Risk Customers
13731,219,2,610.59,1,At-Risk Customers
13732,28,1,491.86,3,New / Developing Customers
13733,411,2,487.03000000000003,4,Dormant Customers
13734,509,4,6695.6900000000005,1,At-Risk Customers
13735,25,13,9762.77,2,Loyal Customers
13736,5,7,2752.47,2,Loyal Customers
13737,200,1,339.59999999999997,4,Dormant Customers
13738,396,1,434.78000000000003,4,Dormant Customers
13739,18,2,292.2,3,New / Developing Customers
13740,241,5,1582.77,1,At-Risk Customers
13741,72,3,668.4300000000001,3,New / Developing Customers
13742,17,12,3107.87,2,Loyal Customers
13743,3,7,1341.6,2,Loyal Customers
13744,95,2,1080.52,1,At-Risk Customers
13745,162,2,777.36,1,At-Risk Customers
13746,414,1,176.69,4,Dormant Customers
13747,374,2,169.79999999999998,4,Dormant Customers
13748,96,9,2064.35,2,Loyal Customers
13750,54,11,3602.1800000000003,2,Loyal Customers
13751,288,1,296.25,4,Dormant Customers
13752,124,7,1579.8300000000002,1,At-Risk Customers
13753,288,4,2094.57,1,At-Risk Customers
13754,152,3,447.05,1,At-Risk Customers
13755,4,9,2108.06,2,Loyal Customers
13756,2,23,8655.95,0,Champions
13757,675,1,195.55,4,Dormant Customers
13758,12,15,8698.13,0,Champions
13759,33,2,659.4100000000001,3,New / Developing Customers
13760,54,5,1363.6399999999999,2,Loyal Customers
13761,50,6,1952.17,2,Loyal Customers
13762,219,5,2472.48,1,At-Risk Customers
13763,63,3,5217.4400000000005,2,Loyal Customers
13764,71,6,2919.62,2,Loyal Customers
13765,653,1,352.821,4,Dormant Customers
13766,495,1,190.35,4,Dormant Customers
13767,2,73,33903.57,0,Champions
13768,727,2,875.97,1,At-Risk Customers
13769,2,20,5478.12,0,Champions
13770,422,4,785.37,1,At-Risk Customers
13771,64,9,5728.82,2,Loyal Customers
13772,34,8,3100.02,2,Loyal Customers
13773,397,2,301.54,4,Dormant Customers
13774,82,1,345.0,4,Dormant Customers
13775,591,1,1049.66,1,At-Risk Customers
13776,428,2,623.98,1,At-Risk Customers
13777,1,61,49638.26,0,Champions
13778,103,4,1124.49,1,At-Risk Customers
13779,516,1,161.13,4,Dormant Customers
13780,7,3,732.07,3,New / Developing Customers
13781,251,3,778.83,1,At-Risk Customers
13782,13,13,1786.08,2,Loyal Customers
13783,488,4,1542.09,1,At-Risk Customers
13784,10,14,2910.23,2,Loyal Customers
13785,429,4,542.49,1,At-Risk Customers
13786,367,6,3127.99,1,At-Risk Customers
13787,76,6,1222.5,2,Loyal Customers
13788,505,1,3.75,4,Dormant Customers
13789,388,1,239.45999999999998,4,Dormant Customers
13790,4,1,348.8,3,New / Developing Customers
13791,128,2,1516.0,1,At-Risk Customers
13792,66,3,383.95,3,New / Developing Customers
13793,647,1,96.0,4,Dormant Customers
13794,547,1,126.03,4,Dormant Customers
13795,388,4,836.3,1,At-Risk Customers
13796,499,1,289.7,4,Dormant Customers
13797,437,3,1179.45,1,At-Risk Customers
13798,1,110,75428.87,0,Champions
13799,117,9,2803.57,2,Loyal Customers
13800,310,3,1679.56,1,At-Risk Customers
13801,67,1,324.8,3,New / Developing Customers
13802,139,19,26259.11,0,Champions
13803,255,3,1338.91,1,At-Risk Customers
13804,31,9,3161.12,2,Loyal Customers
13805,52,2,924.6,3,New / Developing Customers
13806,64,1,256.38,3,New / Developing Customers
13807,367,3,422.2,1,At-Risk Customers
13808,6,5,1747.66,2,Loyal Customers
13809,305,3,679.7,1,At-Risk Customers
13810,29,3,1499.01,3,New / Developing Customers
13811,184,3,814.5,1,At-Risk Customers
13812,42,3,539.0,3,New / Developing Customers
13813,40,8,2765.47,2,Loyal Customers
13814,92,3,2257.32,1,At-Risk Customers
13815,22,8,7475.74,2,Loyal Customers
13816,24,2,571.6700000000001,3,New / Developing Customers
13817,29,2,382.98,3,New / Developing Customers
13818,430,1,61.28,4,Dormant Customers
13819,302,6,2642.35,1,At-Risk Customers
13820,418,3,652.75,1,At-Risk Customers
13821,145,6,1379.08,1,At-Risk Customers
13822,6,2,632.0,3,New / Developing Customers
13823,19,7,3403.4500000000003,2,Loyal Customers
13824,33,12,3314.76,2,Loyal Customers
13825,622,2,255.59,4,Dormant Customers
13826,176,1,189.5,4,Dormant Customers
13827,58,3,409.8,3,New / Developing Customers
13828,22,1,209.49,3,New / Developing Customers
13829,421,1,102.0,4,Dormant Customers
13830,582,1,156.85000000000002,4,Dormant Customers
13831,16,18,6585.54,0,Champions
13832,19,2,609.89,3,New / Developing Customers
13833,159,2,700.41,1,At-Risk Customers
13834,577,2,324.19,4,Dormant Customers
13835,25,7,1095.27,2,Loyal Customers
13836,399,2,620.37,1,At-Risk Customers
13837,212,2,266.59000000000003,4,Dormant Customers
13838,6,10,1690.07,2,Loyal Customers
13839,486,1,139.95000000000002,4,Dormant Customers
13840,416,1,651.4,4,Dormant Customers
13841,253,1,85.0,4,Dormant Customers
13842,59,18,5319.34,2,Loyal Customers
13843,381,1,319.75,4,Dormant Customers
13844,11,1,361.62,3,New / Developing Customers
13845,65,1,312.98,3,New / Developing Customers
13846,25,4,1307.79,3,New / Developing Customers
13847,720,1,310.72,4,Dormant Customers
13848,92,8,3015.0,2,Loyal Customers
13849,52,5,3469.3,2,Loyal Customers
13850,129,1,1595.48,1,At-Risk Customers
13851,96,8,4606.46,2,Loyal Customers
13852,611,1,187.35000000000002,4,Dormant Customers
13853,57,1,1090.14,3,New / Developing Customers
13854,9,39,11944.56,0,Champions
13855,501,4,1310.3400000000001,1,At-Risk Customers
13856,169,11,1142.03,1,At-Risk Customers
13857,393,6,1001.01,1,At-Risk Customers
13858,57,1,216.17,3,New / Developing Customers
13859,326,2,515.86,1,At-Risk Customers
13860,1,5,1245.9,3,New / Developing Customers
13861,429,2,273.26,4,Dormant Customers
13862,18,9,2556.09,2,Loyal Customers
13863,248,4,1239.55,1,At-Risk Customers
13864,387,1,662.4000000000001,4,Dormant Customers
13865,58,4,501.56,3,New / Developing Customers
13866,74,1,145.67000000000002,4,Dormant Customers
13867,31,3,1005.09,3,New / Developing Customers
13868,7,2,3192.54,3,New / Developing Customers
13869,123,10,7996.87,2,Loyal Customers
13870,2,15,5712.08,0,Champions
13871,23,17,7885.85,0,Champions
13872,527,3,919.57,1,At-Risk Customers
13873,120,8,1038.92,1,At-Risk Customers
13874,358,7,2049.15,1,At-Risk Customers
13875,54,14,4814.37,2,Loyal Customers
13876,64,1,122.7,4,Dormant Customers
13877,86,3,449.68,3,New / Developing Customers
13878,55,4,2416.9,2,Loyal Customers
13879,646,1,395.5,4,Dormant Customers
13880,21,17,4293.86,2,Loyal Customers
13881,4,43,45179.1,0,Champions
13882,3,5,1191.13,3,New / Developing Customers
13883,11,15,6560.02,0,Champions
13884,7,10,1825.03,2,Loyal Customers
13885,189,2,506.8,1,At-Risk Customers
13886,71,1,243.56,4,Dormant Customers
13887,204,1,349.55,4,Dormant Customers
13888,120,7,2001.59,2,Loyal Customers
13889,93,6,1991.23,2,Loyal Customers
13890,1,14,2927.38,0,Champions
13891,378,3,859.21,1,At-Risk Customers
13892,27,6,1267.6499999999999,2,Loyal Customers
13893,298,1,821.1,4,Dormant Customers
13894,24,3,564.62,3,New / Developing Customers
13895,28,6,4008.52,2,Loyal Customers
13896,626,1,388.55,4,Dormant Customers
13897,50,3,1160.72,3,New / Developing Customers
13898,326,2,686.4,1,At-Risk Customers
13899,16,2,388.52,3,New / Developing Customers
13900,183,6,1610.59,1,At-Risk Customers
13901,72,15,5676.34,2,Loyal Customers
13902,632,5,34095.26,1,At-Risk Customers
13903,400,1,165.45000000000002,4,Dormant Customers
13904,37,2,332.64,3,New / Developing Customers
13905,733,1,312.65,4,Dormant Customers
13906,409,1,42.0,4,Dormant Customers
13907,692,1,136.8,4,Dormant Customers
13908,80,4,2369.55,1,At-Risk Customers
13909,423,2,282.85,4,Dormant Customers
13911,57,20,4234.99,2,Loyal Customers
13912,424,1,124.95,4,Dormant Customers
13913,507,1,42.22,4,Dormant Customers
13914,12,2,626.45,3,New / Developing Customers
13915,394,1,70.80000000000001,4,Dormant Customers
13916,464,4,1275.81,1,At-Risk Customers
13917,50,2,272.04,3,New / Developing Customers
13918,50,2,1212.8400000000001,3,New / Developing Customers
13919,59,4,1360.68,1,At-Risk Customers
13920,432,4,1774.68,1,At-Risk Customers
13921,402,4,730.7,1,At-Risk Customers
13922,352,3,865.2,1,At-Risk Customers
13923,54,1,351.13,3,New / Developing Customers
13924,2,6,1838.8500000000001,2,Loyal Customers
13925,93,4,678.25,1,At-Risk Customers
13926,23,1,223.85000000000002,3,New / Developing Customers
13927,75,2,708.26,3,New / Developing Customers
13928,11,4,464.57,3,New / Developing Customers
13929,169,11,3494.1,2,Loyal Customers
13930,58,2,337.34,3,New / Developing Customers
13931,96,11,5257.38,2,Loyal Customers
13932,295,1,307.4,4,Dormant Customers
13933,109,2,608.7900000000001,1,At-Risk Customers
13934,264,1,922.1,1,At-Risk Customers
13935,597,3,6116.92,1,At-Risk Customers
13936,180,3,939.66,1,At-Risk Customers
13937,169,2,880.13,1,At-Risk Customers
13938,35,1,71.66,3,New / Developing Customers
13939,23,7,1560.96,2,Loyal Customers
13940,17,4,839.14,3,New / Developing Customers
13941,22,15,10027.18,0,Champions
13942,535,1,320.0,4,Dormant Customers
13943,578,1,246.54,4,Dormant Customers
13944,653,1,200.43,4,Dormant Customers
13945,395,2,854.15,1,At-Risk Customers
13946,79,6,1876.23,2,Loyal Customers
13947,65,1,90.6,4,Dormant Customers
13948,361,4,548.76,1,At-Risk Customers
13949,3,6,2427.32,2,Loyal Customers
13950,11,4,745.06,3,New / Developing Customers
13951,176,3,674.45,1,At-Risk Customers
13952,218,14,12823.521,2,Loyal Customers
13953,7,12,6640.68,0,Champions
13954,2,2,439.92,3,New / Developing Customers
13955,154,3,544.0699999999999,1,At-Risk Customers
13956,5,5,1019.27,3,New / Developing Customers
13957,418,3,458.25,1,At-Risk Customers
13958,380,8,4709.2300000000005,1,At-Risk Customers
13959,79,6,1064.77,1,At-Risk Customers
13960,21,2,230.22,3,New / Developing Customers
13961,392,1,538.4,4,Dormant Customers
13962,22,3,362.8,3,New / Developing Customers
13963,308,17,2860.57,2,Loyal Customers
13964,387,2,438.9,4,Dormant Customers
13965,477,3,996.61,1,At-Risk Customers
13966,435,1,384.26,4,Dormant Customers
13967,146,2,166.3,4,Dormant Customers
13968,423,1,123.66,4,Dormant Customers
13969,7,35,12973.460000000001,0,Champions
13970,386,2,846.55,1,At-Risk Customers
13971,19,14,4667.57,2,Loyal Customers
13972,71,2,190.25,3,New / Developing Customers
13973,287,1,264.7,4,Dormant Customers
13974,49,2,677.72,3,New / Developing Customers
13975,31,12,5256.4,2,Loyal Customers
13976,207,4,1192.36,1,At-Risk Customers
13977,411,1,519.8100000000001,4,Dormant Customers
13978,15,2,196.79000000000002,3,New / Developing Customers
13979,73,7,3379.93,2,Loyal Customers
13980,60,5,768.82,3,New / Developing Customers
13981,416,1,331.14,4,Dormant Customers
13982,39,9,3954.29,2,Loyal Customers
13983,30,21,6753.89,0,Champions
13984,27,12,1893.8,2,Loyal Customers
13985,4,22,10020.86,0,Champions
13986,17,1,320.46,3,New / Developing Customers
13987,380,2,682.54,1,At-Risk Customers
13988,20,8,4757.8,2,Loyal Customers
13989,66,5,2026.06,2,Loyal Customers
13990,213,1,311.3,4,Dormant Customers
13991,12,6,852.88,3,New / Developing Customers
13992,30,3,219.5,3,New / Developing Customers
13993,43,19,6775.71,2,Loyal Customers
13994,4,6,2274.14,2,Loyal Customers
13995,15,14,3902.01,2,Loyal Customers
13996,386,2,895.76,1,At-Risk Customers
13997,519,3,376.46,4,Dormant Customers
13998,447,3,566.7,1,At-Risk Customers
13999,10,29,9502.26,0,Champions
14000,211,5,2046.3400000000001,1,At-Risk Customers
14001,46,9,4228.85,2,Loyal Customers
14002,134,2,529.73,1,At-Risk Customers
14003,733,1,209.41,4,Dormant Customers
14004,43,11,6258.45,2,Loyal Customers
14005,10,5,2874.72,2,Loyal Customers
14006,116,7,2196.67,2,Loyal Customers
14007,513,1,79.48,4,Dormant Customers
14008,432,1,509.04,4,Dormant Customers
14009,198,3,1099.91,1,At-Risk Customers
14010,565,2,445.15,4,Dormant Customers
14011,480,2,457.82,4,Dormant Customers
14012,278,1,328.8,4,Dormant Customers
14013,110,5,1084.57,1,At-Risk Customers
14014,77,3,1948.21,1,At-Risk Customers
14015,53,1,917.34,3,New / Developing Customers
14016,162,11,11403.41,2,Loyal Customers
14017,571,1,229.75,4,Dormant Customers
14018,645,1,367.15000000000003,4,Dormant Customers
14019,47,3,1421.61,3,New / Developing Customers
14020,17,4,1249.01,3,New / Developing Customers
14021,155,7,1716.58,1,At-Risk Customers
14022,225,2,792.15,1,At-Risk Customers
14023,7,2,584.07,3,New / Developing Customers
14024,122,3,645.74,1,At-Risk Customers
14025,465,8,4057.9,1,At-Risk Customers
14026,471,2,713.11,1,At-Risk Customers
14027,61,1,104.82,4,Dormant Customers
14028,550,3,10396.5,1,At-Risk Customers
14029,63,2,467.66,3,New / Developing Customers
14030,18,20,7521.8,0,Champions
14031,7,44,39019.51,0,Champions
14032,2,16,4546.41,0,Champions
14033,555,1,109.44,4,Dormant Customers
14034,22,3,648.89,3,New / Developing Customers
14035,29,9,2794.75,2,Loyal Customers
14036,285,1,626.65,4,Dormant Customers
14037,176,6,836.95,1,At-Risk Customers
14038,78,5,3069.88,2,Loyal Customers
14039,33,2,267.28000000000003,3,New / Developing Customers
14040,41,35,12523.81,0,Champions
14041,266,1,141.41,4,Dormant Customers
14042,725,1,431.98,4,Dormant Customers
14043,491,2,302.6,4,Dormant Customers
14044,27,10,3077.7,2,Loyal Customers
14045,109,16,10986.63,2,Loyal Customers
14046,284,1,154.99,4,Dormant Customers
14047,9,14,3968.11,2,Loyal Customers
14048,305,3,748.69,1,At-Risk Customers
14049,17,13,13023.4,0,Champions
14050,32,2,746.36,3,New / Developing Customers
14051,1,37,21770.98,0,Champions
14052,20,2,466.66,3,New / Developing Customers
14053,124,4,572.3,1,At-Risk Customers
14054,65,1,92.46,4,Dormant Customers
14055,106,3,1520.96,1,At-Risk Customers
14056,1,23,8152.71,0,Champions
14057,24,22,8346.66,0,Champions
14058,463,2,469.19,4,Dormant Customers
14059,267,1,183.6,4,Dormant Customers
14060,5,30,8898.24,0,Champions
14061,507,3,917.4300000000001,1,At-Risk Customers
14062,10,24,25585.65,0,Champions
14063,438,9,22710.2,2,Loyal Customers
14064,29,15,3260.24,2,Loyal Customers
14065,389,3,891.02,1,At-Risk Customers
14066,267,1,152.55,4,Dormant Customers
14067,64,2,374.7,3,New / Developing Customers
14068,320,4,1516.72,1,At-Risk Customers
14069,515,2,225.81,4,Dormant Customers
14070,685,1,321.6,4,Dormant Customers
14071,4,8,1437.57,2,Loyal Customers
14072,667,1,390.85,4,Dormant Customers
14073,32,1,151.04,3,New / Developing Customers
14074,623,1,219.39999999999998,4,Dormant Customers
14075,5,6,1734.87,2,Loyal Customers
14076,129,1,118.67,4,Dormant Customers
14077,41,6,615.0799999999999,3,New / Developing Customers
14078,102,9,1553.47,2,Loyal Customers
14079,125,2,618.73,1,At-Risk Customers
14080,33,5,1115.68,2,Loyal Customers
14081,302,10,4867.57,2,Loyal Customers
14082,365,2,413.36,4,Dormant Customers
14083,4,11,1082.19,2,Loyal Customers
14084,512,1,150.5,4,Dormant Customers
14085,2,33,9720.67,0,Champions
14086,463,1,39.95,4,Dormant Customers
14087,3,3,829.47,3,New / Developing Customers
14088,10,16,64036.8,0,Champions
14089,57,1,158.75,4,Dormant Customers
14090,325,1,76.32000000000001,4,Dormant Customers
14091,654,2,9530.08,1,At-Risk Customers
14092,8,24,7229.45,0,Champions
14093,12,1,433.86,3,New / Developing Customers
14094,440,1,311.77,4,Dormant Customers
14095,723,1,2.95,4,Dormant Customers
14096,4,17,65164.79,0,Champions
14097,481,2,422.85999999999996,4,Dormant Customers
14098,37,1,147.35,3,New / Developing Customers
14099,16,20,5750.91,0,Champions
14100,138,1,191.95000000000002,4,Dormant Customers
14101,74,13,9961.93,2,Loyal Customers
14102,5,5,1105.8799999999999,3,New / Developing Customers
14104,155,5,743.53,1,At-Risk Customers
14105,239,5,5988.83,1,At-Risk Customers
14106,737,1,214.79999999999998,4,Dormant Customers
14107,52,11,4877.3,2,Loyal Customers
14108,31,4,1044.96,3,New / Developing Customers
14109,73,1,144.2,4,Dormant Customers
14110,4,33,12987.95,0,Champions
14111,14,4,692.85,3,New / Developing Customers
14112,23,13,5834.59,2,Loyal Customers
14113,4,16,7092.610000000001,0,Champions
14114,274,7,1364.09,1,At-Risk Customers
14115,502,2,622.6700000000001,1,At-Risk Customers
14116,20,5,1382.74,2,Loyal Customers
14117,144,1,90.0,4,Dormant Customers
14118,429,1,458.45,4,Dormant Customers
14119,376,2,183.37,4,Dormant Customers
14121,4,4,2780.15,2,Loyal Customers
14122,406,3,362.42,4,Dormant Customers
14123,733,1,436.18,4,Dormant Customers
14124,84,1,419.58000000000004,3,New / Developing Customers
14125,11,3,2720.63,2,Loyal Customers
14126,8,4,1172.46,3,New / Developing Customers
14127,123,6,1900.0800000000002,1,At-Risk Customers
14128,61,3,924.21,3,New / Developing Customers
14129,2,9,2591.34,2,Loyal Customers
14130,319,4,1858.77,1,At-Risk Customers
14131,649,1,168.22,4,Dormant Customers
14132,2,11,3586.0299999999997,0,Champions
14133,130,4,911.14,1,At-Risk Customers
14134,383,15,11123.35,2,Loyal Customers
14135,2,24,8839.67,0,Champions
14136,401,5,1570.81,1,At-Risk Customers
14137,696,1,332.7,4,Dormant Customers
14138,2,2,965.8800000000001,3,New / Developing Customers
14139,46,4,1086.8,3,New / Developing Customers
14140,4,2,935.05,3,New / Developing Customers
14141,3,4,915.13,3,New / Developing Customers
14142,373,2,671.34,1,At-Risk Customers
14143,134,1,115.8,4,Dormant Customers
14144,486,1,30.599999999999998,4,Dormant Customers
14145,47,7,7600.05,2,Loyal Customers
14146,9,12,9450.3,0,Champions
14147,78,9,2590.2,2,Loyal Customers
14148,234,2,466.29,4,Dormant Customers
14149,221,1,446.62,4,Dormant Customers
14150,36,2,658.64,3,New / Developing Customers
14151,673,2,679.45,1,At-Risk Customers
14152,75,7,1997.3400000000001,2,Loyal Customers
14153,483,1,233.4,4,Dormant Customers
14154,239,8,6460.7,2,Loyal Customers
14155,266,1,118.75,4,Dormant Customers
14156,10,156,313437.62,0,Champions
14157,20,5,978.69,3,New / Developing Customers
14158,40,1,507.66,3,New / Developing Customers
14159,20,20,7860.8,0,Champions
14160,610,7,8421.47,1,At-Risk Customers
14161,216,7,2996.93,1,At-Risk Customers
14162,174,2,289.36,4,Dormant Customers
14163,87,5,2594.62,2,Loyal Customers
14164,71,2,1631.77,1,At-Risk Customers
14165,276,1,120.44,4,Dormant Customers
14166,505,2,251.15,4,Dormant Customers
14167,39,8,1274.29,2,Loyal Customers
14168,421,2,370.45,4,Dormant Customers
14169,431,2,621.51,1,At-Risk Customers
14170,375,3,570.18,1,At-Risk Customers
14171,98,2,498.79,3,New / Developing Customers
14172,605,3,369.02,4,Dormant Customers
14173,11,6,586.0,3,New / Developing Customers
14174,33,1,134.46,3,New / Developing Customers
14175,60,8,7678.88,2,Loyal Customers
14176,297,5,756.46,1,At-Risk Customers
14177,86,13,2209.69,2,Loyal Customers
14178,9,7,1600.26,2,Loyal Customers
14179,41,2,701.57,3,New / Developing Customers
14180,11,33,6117.5,0,Champions
14181,411,2,308.35,4,Dormant Customers
14182,444,4,678.77,1,At-Risk Customers
14183,411,2,278.34000000000003,4,Dormant Customers
14184,67,1,452.89,3,New / Developing Customers
14185,331,1,197.65,4,Dormant Customers
14186,427,5,1550.63,1,At-Risk Customers
14187,474,1,123.5,4,Dormant Customers
14188,31,6,2054.36,2,Loyal Customers
14189,2,16,5503.15,0,Champions
14190,666,1,79.9,4,Dormant Customers
14191,2,15,4817.66,0,Champions
14192,388,1,293.74,4,Dormant Customers
14193,68,3,1210.19,1,At-Risk Customers
14194,5,36,18670.59,0,Champions
14195,202,6,2615.6,1,At-Risk Customers
14196,107,1,335.52,4,Dormant Customers
14197,411,1,390.05,4,Dormant Customers
14198,18,9,1569.73,2,Loyal Customers
14199,218,4,1091.7,1,At-Risk Customers
14200,617,1,379.2,4,Dormant Customers
14201,60,10,1193.54,2,Loyal Customers
14202,381,3,847.76,1,At-Risk Customers
14203,397,1,339.34,4,Dormant Customers
14204,2,4,1024.83,3,New / Developing Customers
14205,17,9,2414.2,2,Loyal Customers
14206,239,3,1185.01,1,At-Risk Customers
14207,688,1,157.8,4,Dormant Customers
14208,95,2,567.05,3,New / Developing Customers
14209,11,15,4993.27,0,Champions
14210,106,16,5556.570000000001,2,Loyal Customers
14211,53,18,4402.29,2,Loyal Customers
14212,90,2,2190.14,1,At-Risk Customers
14213,405,1,1192.2,1,At-Risk Customers
14214,31,5,1004.38,3,New / Developing Customers
14215,12,9,3250.33,2,Loyal Customers
14216,3,5,2150.04,2,Loyal Customers
14217,2,23,3298.59,0,Champions
14218,43,1,169.48000000000002,3,New / Developing Customers
14219,4,3,633.83,3,New / Developing Customers
14220,247,4,1515.0,1,At-Risk Customers
14221,42,17,6517.49,2,Loyal Customers
14222,177,1,683.17,4,Dormant Customers
14223,92,3,991.13,1,At-Risk Customers
14224,110,9,1841.71,2,Loyal Customers
14225,435,4,2031.07,1,At-Risk Customers
14226,29,6,2985.13,2,Loyal Customers
14227,26,15,6368.71,2,Loyal Customers
14228,438,3,745.5,1,At-Risk Customers
14229,52,7,2594.04,2,Loyal Customers
14230,436,3,979.8000000000001,1,At-Risk Customers
14231,184,4,1235.6200000000001,1,At-Risk Customers
14232,43,5,2048.07,2,Loyal Customers
14233,49,7,2904.27,2,Loyal Customers
14234,22,4,754.12,3,New / Developing Customers
14235,75,9,4717.99,2,Loyal Customers
14236,81,5,1555.34,1,At-Risk Customers
14237,373,2,471.14,4,Dormant Customers
14238,326,3,434.23,1,At-Risk Customers
14239,43,21,4263.17,2,Loyal Customers
14240,30,3,1247.49,3,New / Developing Customers
14241,184,2,333.70000000000005,4,Dormant Customers
14242,235,2,280.55,4,Dormant Customers
14243,9,17,7217.75,0,Champions
14244,661,1,366.41999999999996,4,Dormant Customers
14245,220,2,1693.45,1,At-Risk Customers
14246,111,3,1474.06,1,At-Risk Customers
14247,278,5,753.56,1,At-Risk Customers
14248,318,3,1032.95,1,At-Risk Customers
